date,location,total_cases
09/05/2021,Australia,29931
09/05/2021,Egypt,237410
09/05/2021,United Kingdom,4438915
09/05/2021,United States,32818757
09/05/2021,Hungary,791709
09/05/2021,Japan,641500
09/05/2021,Greenland,31
09/05/2021,South Africa,1596595
09/05/2021,India,22662575
10/05/2021,China,90783
10/05/2021,Chile,1252808
10/05/2021,Australia,29938
10/05/2021,Egypt,238560
10/05/2021,United Kingdom,4441272
10/05/2021,United States,32851054
10/05/2021,Hungary,792386
10/05/2021,Japan,646440
10/05/2021,Greenland,31
10/05/2021,South Africa,1597724
10/05/2021,India,22992517
11/05/2021,China,90799
11/05/2021,Chile,1256546
11/05/2021,Australia,29946
11/05/2021,Egypt,239740
11/05/2021,United Kingdom,4443746
11/05/2021,United States,32886543
11/05/2021,Hungary,792879
11/05/2021,Japan,652675
11/05/2021,Greenland,31
11/05/2021,South Africa,1599272
11/05/2021,India,23340938
12/05/2021,China,90808
12/05/2021,Chile,1260448
12/05/2021,Australia,29955
12/05/2021,Egypt,240927
12/05/2021,United Kingdom,4446031
12/05/2021,United States,32922692
12/05/2021,Hungary,793784
12/05/2021,Japan,659726
12/05/2021,Greenland,31
12/05/2021,South Africa,1602031
12/05/2021,India,23703665
13/05/2021,China,90815
13/05/2021,Chile,1266601
13/05/2021,Australia,29957
13/05/2021,Egypt,242120
13/05/2021,United Kingdom,4448687
13/05/2021,United States,32961447
13/05/2021,Hungary,795200
13/05/2021,Japan,666600
13/05/2021,Greenland,31
13/05/2021,South Africa,1605252
13/05/2021,India,24046809
14/05/2021,China,90829
14/05/2021,Chile,1273516
14/05/2021,Australia,29964
14/05/2021,Egypt,243317
14/05/2021,United Kingdom,4450880
14/05/2021,United States,33003669
14/05/2021,Hungary,796390
14/05/2021,Japan,672862
14/05/2021,Greenland,31
14/05/2021,South Africa,1608393
14/05/2021,India,24372907
15/05/2021,China,90847
15/05/2021,Chile,1280252
15/05/2021,Australia,29975
15/05/2021,Egypt,244520
15/05/2021,United Kingdom,4452907
15/05/2021,United States,33034468
15/05/2021,Hungary,797429
15/05/2021,Japan,679279
15/05/2021,Greenland,31
15/05/2021,South Africa,1611143
15/05/2021,India,24684077
16/05/2021,China,90872
16/05/2021,Chile,1286548
16/05/2021,Australia,29978
16/05/2021,Egypt,245721
16/05/2021,United Kingdom,4454834
16/05/2021,United States,33052173
16/05/2021,Hungary,798147
16/05/2021,Japan,684535
16/05/2021,Greenland,31
16/05/2021,South Africa,1613728
16/05/2021,India,24965463
17/05/2021,China,90894
17/05/2021,Chile,1292096
17/05/2021,Australia,29983
17/05/2021,Egypt,246909
17/05/2021,United Kingdom,4456813
17/05/2021,United States,33077348
17/05/2021,Hungary,798573
17/05/2021,Japan,688212
17/05/2021,Greenland,31
17/05/2021,South Africa,1615485
17/05/2021,India,25228996
18/05/2021,China,90908
18/05/2021,Chile,1295862
18/05/2021,Australia,29992
18/05/2021,Egypt,248078
18/05/2021,United Kingdom,4454449
18/05/2021,United States,33106256
18/05/2021,Hungary,798955
18/05/2021,Japan,693436
18/05/2021,Greenland,31
18/05/2021,South Africa,1617840
18/05/2021,India,25496330
19/05/2021,China,90920
19/05/2021,Chile,1300629
19/05/2021,Australia,29995
19/05/2021,Egypt,249238
19/05/2021,United Kingdom,4456584
19/05/2021,United States,33135909
19/05/2021,Hungary,799588
19/05/2021,Japan,699227
19/05/2021,Greenland,34
19/05/2021,South Africa,1621362
19/05/2021,India,25772440
20/05/2021,China,90944
20/05/2021,Chile,1308311
20/05/2021,Australia,29999
20/05/2021,Egypt,250391
20/05/2021,United Kingdom,4459278
20/05/2021,United States,33166134
20/05/2021,Hungary,800368
20/05/2021,Japan,704939
20/05/2021,Greenland,34
20/05/2021,South Africa,1625003
20/05/2021,India,26031991
21/05/2021,China,90954
21/05/2021,Chile,1315913
21/05/2021,Australia,30003
21/05/2021,Egypt,251539
21/05/2021,United Kingdom,4461981
21/05/2021,United States,33194958
21/05/2021,Hungary,801025
21/05/2021,Japan,710184
21/05/2021,Greenland,34
21/05/2021,South Africa,1628335
21/05/2021,India,26289290
22/05/2021,China,90973
22/05/2021,Chile,1323413
22/05/2021,Australia,30007
22/05/2021,Egypt,252690
22/05/2021,United Kingdom,4464504
22/05/2021,United States,33216212
22/05/2021,Hungary,801672
22/05/2021,Japan,715219
22/05/2021,Greenland,34
22/05/2021,South Africa,1632571
22/05/2021,India,26530132
23/05/2021,China,90991
23/05/2021,Chile,1329918
23/05/2021,Australia,30019
23/05/2021,Egypt,253835
23/05/2021,United Kingdom,4466598
23/05/2021,United States,33229993
23/05/2021,Hungary,802088
23/05/2021,Japan,719258
23/05/2021,Greenland,34
23/05/2021,South Africa,1635465
23/05/2021,India,26752447
24/05/2021,China,91006
24/05/2021,Chile,1335261
24/05/2021,Australia,30029
24/05/2021,Egypt,254984
24/05/2021,United Kingdom,4468962
24/05/2021,United States,33251817
24/05/2021,Hungary,802346
24/05/2021,Japan,721969
24/05/2021,Greenland,34
24/05/2021,South Africa,1637848
24/05/2021,India,26948874
25/05/2021,China,91019
25/05/2021,Chile,1339421
25/05/2021,Australia,30046
25/05/2021,Egypt,256124
25/05/2021,United Kingdom,4471373
25/05/2021,United States,33276416
25/05/2021,Hungary,802510
25/05/2021,Japan,725861
25/05/2021,Greenland,34
25/05/2021,South Africa,1637848
25/05/2021,India,27157795
26/05/2021,China,91038
26/05/2021,Chile,1344618
26/05/2021,Australia,30063
26/05/2021,Egypt,257275
26/05/2021,United Kingdom,4474360
26/05/2021,United States,33301040
26/05/2021,Hungary,802723
26/05/2021,Japan,730394
26/05/2021,Greenland,34
26/05/2021,South Africa,1645555
26/05/2021,India,27369093
27/05/2021,China,91045
27/05/2021,Chile,1352723
27/05/2021,Australia,30074
27/05/2021,Egypt,258407
27/05/2021,United Kingdom,4477740
27/05/2021,United States,33327878
27/05/2021,Hungary,803119
27/05/2021,Japan,734526
27/05/2021,Greenland,36
27/05/2021,South Africa,1649977
27/05/2021,India,27555457
28/05/2021,China,91061
28/05/2021,Chile,1361381
28/05/2021,Australia,30083
28/05/2021,Egypt,259540
28/05/2021,United Kingdom,4481768
28/05/2021,United States,33350122
28/05/2021,Hungary,803567
28/05/2021,Japan,738229
28/05/2021,Greenland,36
28/05/2021,South Africa,1654551
28/05/2021,India,27729247
29/05/2021,China,91072
29/05/2021,Chile,1369597
29/05/2021,Australia,30096
29/05/2021,Egypt,260659
29/05/2021,United Kingdom,4485008
29/05/2021,United States,33363459
29/05/2021,Hungary,804032
29/05/2021,Japan,741822
29/05/2021,Greenland,37
29/05/2021,South Africa,1659070
29/05/2021,India,27894800
30/05/2021,China,91099
30/05/2021,Chile,1377507
30/05/2021,Australia,30105
30/05/2021,Egypt,261666
30/05/2021,United Kingdom,4488119
30/05/2021,United States,33370825
30/05/2021,Hungary,804382
30/05/2021,Japan,744696
30/05/2021,Greenland,40
30/05/2021,South Africa,1659070
30/05/2021,India,28047534
31/05/2021,China,91122
31/05/2021,Chile,1384346
31/05/2021,Australia,30118
31/05/2021,Egypt,262650
31/05/2021,United Kingdom,4491403
31/05/2021,United States,33377089
31/05/2021,Hungary,804538
31/05/2021,Japan,746487
31/05/2021,Greenland,40
31/05/2021,South Africa,1665617
31/05/2021,India,28175044
01/06/2021,China,91146
01/06/2021,Chile,1389357
01/06/2021,Australia,30124
01/06/2021,Egypt,263606
01/06/2021,United Kingdom,4494502
01/06/2021,United States,33397883
01/06/2021,Hungary,804712
01/06/2021,Japan,749126
01/06/2021,Greenland,40
01/06/2021,South Africa,1669231
01/06/2021,India,28307832
02/06/2021,China,91170
02/06/2021,Chile,1394973
02/06/2021,Australia,30137
02/06/2021,Egypt,264557
02/06/2021,United Kingdom,4498763
02/06/2021,United States,33414619
02/06/2021,Hungary,804987
02/06/2021,Japan,752160
02/06/2021,Greenland,40
02/06/2021,South Africa,1675013
02/06/2021,India,28441986
03/06/2021,China,91194
03/06/2021,Chile,1403101
03/06/2021,Australia,30141
03/06/2021,Egypt,265489
03/06/2021,United Kingdom,4503942
03/06/2021,United States,33433014
03/06/2021,Hungary,805302
03/06/2021,Japan,754991
03/06/2021,Greenland,40
03/06/2021,South Africa,1680373
03/06/2021,India,28574350
04/06/2021,China,91218
04/06/2021,Chile,1411346
04/06/2021,Australia,30157
04/06/2021,Egypt,266350
04/06/2021,United Kingdom,4510082
04/06/2021,United States,33450896
04/06/2021,Hungary,805571
04/06/2021,Japan,757583
04/06/2021,Greenland,40
04/06/2021,South Africa,1686041
04/06/2021,India,28694879
05/06/2021,China,91248
05/06/2021,Chile,1420266
05/06/2021,Australia,30173
05/06/2021,Egypt,267171
05/06/2021,United Kingdom,4515733
05/06/2021,United States,33466507
05/06/2021,Hungary,805871
05/06/2021,Japan,760233
05/06/2021,Greenland,43
05/06/2021,South Africa,1691491
05/06/2021,India,28809339
06/06/2021,China,91267
06/06/2021,Chile,1427956
06/06/2021,Australia,30191
06/06/2021,Egypt,267972
06/06/2021,United Kingdom,4520957
06/06/2021,United States,33472529
06/06/2021,Hungary,806008
06/06/2021,Japan,762253
06/06/2021,Greenland,43
06/06/2021,South Africa,1696564
06/06/2021,India,28909975
07/06/2021,China,91300
07/06/2021,Chile,1434884
07/06/2021,Australia,30205
07/06/2021,Egypt,268754
07/06/2021,United Kingdom,4526544
07/06/2021,United States,33486592
07/06/2021,Hungary,806089
07/06/2021,Japan,763533
07/06/2021,Greenland,43
07/06/2021,South Africa,1699849
07/06/2021,India,28996473
08/06/2021,China,91316
08/06/2021,Chile,1440417
08/06/2021,Australia,30210
08/06/2021,Egypt,269527
08/06/2021,United Kingdom,4532516
08/06/2021,United States,33499620
08/06/2021,Hungary,806206
08/06/2021,Japan,765414
08/06/2021,Greenland,43
08/06/2021,South Africa,1704058
08/06/2021,India,29089069
09/06/2021,China,91337
09/06/2021,Chile,1445768
09/06/2021,Australia,30225
09/06/2021,Egypt,270292
09/06/2021,United Kingdom,4539832
09/06/2021,United States,33518177
09/06/2021,Hungary,806385
09/06/2021,Japan,767652
09/06/2021,Greenland,43
09/06/2021,South Africa,1712939
09/06/2021,India,29182532
10/06/2021,China,91359
10/06/2021,Chile,1453477
10/06/2021,Australia,30228
10/06/2021,Egypt,271047
10/06/2021,United Kingdom,4547068
10/06/2021,United States,33532978
10/06/2021,Hungary,806591
10/06/2021,Japan,769694
10/06/2021,Greenland,43
10/06/2021,South Africa,1722086
10/06/2021,India,29274823
11/06/2021,China,91394
11/06/2021,Chile,1461419
11/06/2021,Australia,30234
11/06/2021,Egypt,271780
11/06/2021,United Kingdom,4555034
11/06/2021,United States,33558127
11/06/2021,Hungary,806790
11/06/2021,Japan,771628
11/06/2021,Greenland,43
11/06/2021,South Africa,1730106
11/06/2021,India,29359155
12/06/2021,China,91428
12/06/2021,Chile,1468992
12/06/2021,Australia,30248
12/06/2021,Egypt,272491
12/06/2021,United Kingdom,4562590
12/06/2021,United States,33567318
12/06/2021,Hungary,806790
12/06/2021,Japan,773569
12/06/2021,Greenland,44
12/06/2021,South Africa,1739425
12/06/2021,India,29439989
13/06/2021,China,91451
13/06/2021,Chile,1476473
13/06/2021,Australia,30262
13/06/2021,Egypt,273182
13/06/2021,United Kingdom,4569911
13/06/2021,United States,33572587
13/06/2021,Hungary,806790
13/06/2021,Japan,774951
13/06/2021,Greenland,44
13/06/2021,South Africa,1747082
13/06/2021,India,29510410
14/06/2021,China,91471
14/06/2021,Chile,1482663
14/06/2021,Australia,30273
14/06/2021,Egypt,273795
14/06/2021,United Kingdom,4577528
14/06/2021,United States,33584344
14/06/2021,Hungary,807045
14/06/2021,Japan,775884
14/06/2021,Greenland,44
14/06/2021,South Africa,1752630
14/06/2021,India,29570881
15/06/2021,China,91492
15/06/2021,Chile,1487239
15/06/2021,Australia,30286
15/06/2021,Egypt,274404
15/06/2021,United Kingdom,4585116
15/06/2021,United States,33595089
15/06/2021,Hungary,807102
15/06/2021,Japan,777301
15/06/2021,Greenland,49
15/06/2021,South Africa,1761066
15/06/2021,India,29633105
16/06/2021,China,91511
16/06/2021,Chile,1491561
16/06/2021,Australia,30301
16/06/2021,Egypt,275010
16/06/2021,United Kingdom,4593932
16/06/2021,United States,33606988
16/06/2021,Hungary,807209
16/06/2021,Japan,779008
16/06/2021,Greenland,49
16/06/2021,South Africa,1774312
16/06/2021,India,29700313
17/06/2021,China,91534
17/06/2021,Chile,1498231
17/06/2021,Australia,30309
17/06/2021,Egypt,275601
17/06/2021,United Kingdom,4604742
17/06/2021,United States,33618751
17/06/2021,Hungary,807322
17/06/2021,Japan,780558
17/06/2021,Greenland,49
17/06/2021,South Africa,1786079
17/06/2021,India,29762793
18/06/2021,China,91564
18/06/2021,Chile,1505001
18/06/2021,Australia,30322
18/06/2021,Egypt,276190
18/06/2021,United Kingdom,4615016
18/06/2021,United States,33639936
18/06/2021,Hungary,807428
18/06/2021,Japan,782178
18/06/2021,Greenland,49
18/06/2021,South Africa,1796589
18/06/2021,India,29823546
19/06/2021,China,91587
19/06/2021,Chile,1511275
19/06/2021,Australia,30331
19/06/2021,Egypt,276756
19/06/2021,United Kingdom,4625093
19/06/2021,United States,33648994
19/06/2021,Hungary,807428
19/06/2021,Japan,783696
19/06/2021,Greenland,49
19/06/2021,South Africa,1810164
19/06/2021,India,29881772
20/06/2021,China,91604
20/06/2021,Chile,1517018
20/06/2021,Australia,30355
20/06/2021,Egypt,277288
20/06/2021,United Kingdom,4634167
20/06/2021,United States,33653917
20/06/2021,Hungary,807428
20/06/2021,Japan,785002
20/06/2021,Greenland,49
20/06/2021,South Africa,1823319
20/06/2021,India,29935221
21/06/2021,China,91629
21/06/2021,Chile,1522223
21/06/2021,Australia,30366
21/06/2021,Egypt,277797
21/06/2021,United Kingdom,4644641
21/06/2021,United States,33664443
21/06/2021,Hungary,807630
21/06/2021,Japan,785870
21/06/2021,Greenland,49
21/06/2021,South Africa,1832479
21/06/2021,India,29977861
22/06/2021,China,91653
22/06/2021,Chile,1525933
22/06/2021,Australia,30380
22/06/2021,Egypt,278295
22/06/2021,United Kingdom,4656125
22/06/2021,United States,33675264
22/06/2021,Hungary,807684
22/06/2021,Japan,787305
22/06/2021,Greenland,50
22/06/2021,South Africa,1843572
22/06/2021,India,30028709
23/06/2021,China,91669
23/06/2021,Chile,1528409
23/06/2021,Australia,30404
23/06/2021,Egypt,278761
23/06/2021,United Kingdom,4672018
23/06/2021,United States,33687925
23/06/2021,Hungary,807775
23/06/2021,Japan,789085
23/06/2021,Greenland,50
23/06/2021,South Africa,1861065
23/06/2021,India,30082778
24/06/2021,China,91693
24/06/2021,Chile,1531872
24/06/2021,Australia,30424
24/06/2021,Egypt,279184
24/06/2021,United Kingdom,4688739
24/06/2021,United States,33702399
24/06/2021,Hungary,807844
24/06/2021,Japan,790759
24/06/2021,Greenland,50
24/06/2021,South Africa,1877143
24/06/2021,India,30134445
25/06/2021,China,91718
25/06/2021,Chile,1537471
25/06/2021,Australia,30457
25/06/2021,Egypt,279596
25/06/2021,United Kingdom,4704060
25/06/2021,United States,33727003
25/06/2021,Hungary,807910
25/06/2021,Japan,792469
25/06/2021,Greenland,50
25/06/2021,South Africa,1895905
25/06/2021,India,30183143
26/06/2021,China,91732
26/06/2021,Chile,1542642
26/06/2021,Australia,30499
26/06/2021,Egypt,280005
26/06/2021,United Kingdom,4722034
26/06/2021,United States,33736379
26/06/2021,Hungary,807910
26/06/2021,Japan,794100
26/06/2021,Greenland,50
26/06/2021,South Africa,1913861
26/06/2021,India,30233183
27/06/2021,China,91754
27/06/2021,Chile,1547103
27/06/2021,Australia,30528
27/06/2021,Egypt,280394
27/06/2021,United Kingdom,4736683
27/06/2021,United States,33740999
27/06/2021,Hungary,807910
27/06/2021,Japan,795382
27/06/2021,Greenland,50
27/06/2021,South Africa,1928897
27/06/2021,India,30279331
28/06/2021,China,91771
28/06/2021,Chile,1551137
28/06/2021,Australia,30560
28/06/2021,Egypt,280770
28/06/2021,United Kingdom,4759351
28/06/2021,United States,33754619
28/06/2021,Hungary,808042
28/06/2021,Japan,796383
28/06/2021,Greenland,50
28/06/2021,South Africa,1941119
28/06/2021,India,30316897
29/06/2021,China,91780
29/06/2021,Chile,1553774
29/06/2021,Australia,30602
29/06/2021,Egypt,281031
29/06/2021,United Kingdom,4779592
29/06/2021,United States,33762085
29/06/2021,Hungary,808076
29/06/2021,Japan,797763
29/06/2021,Greenland,50
29/06/2021,South Africa,1954466
29/06/2021,India,30362848
30/06/2021,China,91792
30/06/2021,Chile,1555902
30/06/2021,Australia,30643
30/06/2021,Egypt,281282
30/06/2021,United Kingdom,4805237
30/06/2021,United States,33777444
30/06/2021,Hungary,808128
30/06/2021,Japan,799583
30/06/2021,Greenland,50
30/06/2021,South Africa,1973972
30/06/2021,India,30411634
01/07/2021,China,91810
01/07/2021,Chile,1558557
01/07/2021,Australia,30684
01/07/2021,Egypt,281524
01/07/2021,United Kingdom,4832846
01/07/2021,United States,33792561
01/07/2021,Hungary,808160
01/07/2021,Japan,801337
01/07/2021,Greenland,50
01/07/2021,South Africa,1995556
01/07/2021,India,30458251
02/07/2021,China,91833
02/07/2021,Chile,1562613
02/07/2021,Australia,30734
02/07/2021,Egypt,281722
02/07/2021,United Kingdom,4859622
02/07/2021,United States,33822320
02/07/2021,Hungary,808197
02/07/2021,Japan,803112
02/07/2021,Greenland,50
02/07/2021,South Africa,2019826
02/07/2021,India,30502362
03/07/2021,China,91847
03/07/2021,Chile,1566461
03/07/2021,Australia,30753
03/07/2021,Egypt,281903
03/07/2021,United Kingdom,4884138
03/07/2021,United States,33827737
03/07/2021,Hungary,808197
03/07/2021,Japan,804990
03/07/2021,Greenland,50
03/07/2021,South Africa,2046311
03/07/2021,India,30545433
04/07/2021,China,91869
04/07/2021,Chile,1569784
04/07/2021,Australia,30804
04/07/2021,Egypt,282082
04/07/2021,United Kingdom,4908039
04/07/2021,United States,33832014
04/07/2021,Hungary,808197
04/07/2021,Japan,806475
04/07/2021,Greenland,50
04/07/2021,South Africa,2062896
04/07/2021,India,30585229
05/07/2021,China,91892
05/07/2021,Chile,1572608
05/07/2021,Australia,30831
05/07/2021,Egypt,282257
05/07/2021,United Kingdom,4935185
05/07/2021,United States,33840919
05/07/2021,Hungary,808262
05/07/2021,Japan,807504
05/07/2021,Greenland,51
